X,Y,Red,Green,Blue
53,131,255,0,0
53,132,255,255,255
53,133,255,0,0
53,134,0,0,0
53,135,0,0,0
53,136,255,255,255
53,137,255,0,0
53,138,255,0,0
53,139,255,0,0
53,140,0,0,0
53,141,254,255,255
53,142,0,0,0
53,143,255,255,255
53,144,255,0,0
53,145,0,0,0
53,146,255,255,255
53,147,255,0,0
53,148,255,0,0
53,149,0,0,0
53,150,254,255,255
53,151,254,255,255
53,152,0,0,0
53,153,255,255,255
53,154,254,255,255
53,155,255,0,0
53,156,255,255,255
53,157,254,255,255
53,158,255,255,255
53,159,254,255,255
53,160,254,255,255
53,161,0,0,0
53,162,0,0,0
53,163,255,0,0
53,164,0,0,0
53,165,255,255,255
53,166,255,255,255
53,167,255,0,0
53,168,0,0,0
53,169,0,0,0
53,170,255,255,255
53,171,254,255,255
53,172,255,255,255
53,173,254,255,255
53,174,254,255,255
53,175,0,0,0
53,176,0,0,0
53,177,255,255,255
53,178,0,0,0
53,179,255,255,255
53,180,255,0,0
53,181,0,0,0
53,182,0,0,0
53,183,254,255,255
53,184,254,255,255
53,185,255,0,0
53,186,255,0,0
53,187,255,255,255
53,188,255,255,255
53,189,254,255,255
53,190,255,255,255
53,191,255,255,255
53,192,0,0,0
53,193,0,0,0
53,194,255,255,255
53,195,0,0,0
53,196,0,0,0
53,197,255,0,0
53,198,254,255,255
53,199,255,0,0
54,0,0,0,0
54,1,255,255,255
54,2,255,0,0
54,3,255,255,255
54,4,0,0,0
54,5,255,255,255
54,6,0,0,0
54,7,254,255,255
54,8,255,0,0
54,9,255,255,255
54,10,0,0,0
54,11,254,255,255
54,12,255,255,255
54,13,0,0,0
54,14,255,0,0
54,15,255,0,0
54,16,254,255,255
54,17,255,255,255
54,18,255,255,255
54,19,0,0,0
54,20,0,0,0
54,21,255,0,0
54,22,0,0,0
54,23,0,0,0
54,24,255,255,255
54,25,255,0,0
54,26,255,0,0
54,27,0,0,0
54,28,255,0,0
54,29,254,255,255
54,30,254,255,255
54,31,0,0,0
54,32,254,255,255
54,33,255,0,0
54,34,0,0,0
54,35,254,255,255
54,36,255,0,0
54,37,0,0,0
54,38,255,255,255
54,39,0,0,0
54,40,255,0,0
54,41,0,0,0
54,42,255,255,255
54,43,254,255,255
54,44,0,0,0
54,45,255,0,0
54,46,254,255,255
54,47,255,255,255
54,48,255,255,255
54,49,254,255,255
54,50,255,0,0
54,51,254,255,255
54,52,255,0,0
54,53,254,255,255
54,54,255,255,255
54,55,254,255,255
54,56,255,255,255
54,57,255,255,255
54,58,255,0,0
54,59,254,255,255
54,60,254,255,255
54,61,0,0,0
54,62,0,0,0
54,63,255,0,0
54,64,254,255,255
54,65,254,255,255
54,66,255,0,0
54,67,254,255,255
54,68,0,0,0
54,69,254,255,255
54,70,0,0,0
54,71,255,255,255
54,72,0,0,0
54,73,255,0,0
54,74,255,255,255
54,75,255,255,255
54,76,255,255,255
54,77,0,0,0
54,78,255,0,0
54,79,254,255,255
54,80,0,0,0
54,81,0,0,0
54,82,255,255,255
54,83,255,255,255
54,84,254,255,255
54,85,255,255,255
54,86,0,0,0
54,87,254,255,255
54,88,255,255,255
54,89,254,255,255
54,90,255,255,255
54,91,0,0,0
54,92,254,255,255
54,93,254,255,255
54,94,255,0,0
54,95,254,255,255
54,96,255,255,255
54,97,254,255,255
54,98,254,255,255
54,99,0,0,0
54,100,255,255,255
54,101,0,0,0
54,102,0,0,0
54,103,0,0,0
54,104,255,255,255
54,105,254,255,255
54,106,0,0,0
54,107,255,255,255
54,108,255,255,255
54,109,255,0,0
54,110,254,255,255
54,111,255,0,0
54,112,255,0,0
54,113,255,255,255
54,114,254,255,255
54,115,255,255,255
54,116,0,0,0
54,117,254,255,255
54,118,0,0,0
54,119,255,255,255
54,120,0,0,0
54,121,254,255,255
54,122,0,0,0
54,123,255,0,0
54,124,255,255,255
54,125,0,0,0
54,126,254,255,255
54,127,255,0,0
54,128,254,255,255
54,129,255,0,0
54,130,255,255,255
54,131,254,255,255
54,132,0,0,0
54,133,254,255,255
54,134,0,0,0
54,135,254,255,255
54,136,0,0,0
54,137,255,0,0
54,138,254,255,255
54,139,255,255,255
54,140,0,0,0
54,141,0,0,0
54,142,254,255,255
54,143,255,0,0
54,144,255,0,0
54,145,0,0,0
54,146,255,255,255
54,147,0,0,0
54,148,0,0,0
54,149,255,255,255
54,150,254,255,255
54,151,255,255,255
54,152,254,255,255
54,153,255,255,255
54,154,255,0,0
54,155,0,0,0
54,156,255,0,0
54,157,255,0,0
54,158,255,255,255
54,159,254,255,255
54,160,255,255,255
54,161,0,0,0
54,162,255,0,0
54,163,255,0,0
54,164,255,0,0
54,165,0,0,0
54,166,255,0,0
54,167,255,255,255
54,168,255,0,0
54,169,0,0,0
54,170,0,0,0
54,171,0,0,0
54,172,0,0,0
54,173,254,255,255
54,174,255,255,255
54,175,254,255,255
54,176,254,255,255
54,177,255,255,255
54,178,254,255,255
54,179,0,0,0
54,180,254,255,255
54,181,254,255,255
54,182,0,0,0
54,183,255,0,0
54,184,254,255,255
54,185,0,0,0
54,186,254,255,255
54,187,254,255,255
54,188,255,255,255
54,189,255,255,255
54,190,254,255,255
54,191,0,0,0
54,192,255,0,0
54,193,255,0,0
54,194,0,0,0
54,195,255,255,255
54,196,255,0,0
54,197,0,0,0
54,198,255,255,255
54,199,0,0,0
55,0,255,255,255
55,1,255,0,0
55,2,0,0,0
55,3,255,255,255
55,4,0,0,0
55,5,0,0,0
55,6,254,255,255
55,7,254,255,255
55,8,255,255,255
55,9,254,255,255
55,10,254,255,255
55,11,255,0,0
55,12,255,255,255
55,13,254,255,255
55,14,254,255,255
55,15,254,255,255
55,16,255,255,255
55,17,0,0,0
55,18,255,0,0
55,19,0,0,0
55,20,255,255,255
55,21,0,0,0
55,22,0,0,0
55,23,254,255,255
55,24,255,0,0
55,25,0,0,0
55,26,254,255,255
55,27,255,0,0
55,28,255,255,255
55,29,0,0,0
55,30,255,255,255
55,31,254,255,255
55,32,0,0,0
55,33,255,0,0
55,34,255,255,255
55,35,255,0,0
55,36,255,255,255
55,37,255,0,0
55,38,254,255,255
55,39,0,0,0
55,40,255,255,255
55,41,0,0,0
55,42,255,0,0
55,43,0,0,0
55,44,255,255,255
55,45,0,0,0
55,46,254,255,255
55,47,255,255,255
55,48,255,255,255
55,49,0,0,0
55,50,254,255,255
55,51,0,0,0
55,52,255,255,255
55,53,254,255,255
55,54,255,255,255
55,55,255,0,0
55,56,0,0,0
55,57,255,0,0
55,58,255,255,255
55,59,254,255,255
55,60,255,255,255
55,61,255,0,0
55,62,254,255,255
55,63,255,0,0
55,64,254,255,255
55,65,254,255,255
55,66,255,255,255
55,67,254,255,255
55,68,254,255,255
55,69,254,255,255
55,70,0,0,0
55,71,254,255,255
55,72,254,255,255
55,73,255,255,255
55,74,255,0,0
55,75,0,0,0
55,76,255,0,0
55,77,0,0,0
55,78,255,255,255
55,79,0,0,0
55,80,255,0,0
55,81,254,255,255
55,82,0,0,0
55,83,254,255,255
55,84,255,255,255
55,85,255,0,0
55,86,255,0,0
55,87,254,255,255
55,88,0,0,0
55,89,255,0,0
55,90,255,255,255
55,91,254,255,255
55,92,0,0,0
55,93,255,255,255
55,94,255,255,255
55,95,255,0,0
55,96,254,255,255
55,97,255,255,255
55,98,255,0,0
55,99,255,255,255
55,100,255,0,0
55,101,255,0,0
55,102,255,0,0
55,103,255,0,0
55,104,254,255,255
55,105,255,0,0
55,106,254,255,255
55,107,254,255,255
55,108,254,255,255
55,109,254,255,255
55,110,0,0,0
55,111,255,255,255
55,112,0,0,0
55,113,255,0,0
55,114,255,255,255
55,115,255,0,0
55,116,255,0,0
55,117,254,255,255
55,118,255,0,0
55,119,0,0,0
55,120,254,255,255
55,121,255,255,255
55,122,0,0,0
55,123,0,0,0
55,124,255,0,0
55,125,0,0,0
55,126,0,0,0
55,127,0,0,0
55,128,255,255,255
55,129,255,0,0
55,130,255,0,0
55,131,255,0,0
55,132,255,0,0
55,133,254,255,255
55,134,255,0,0
55,135,254,255,255
55,136,255,0,0
55,137,254,255,255
55,138,254,255,255
55,139,255,0,0
55,140,255,0,0
55,141,254,255,255
55,142,255,255,255
55,143,255,255,255
55,144,255,0,0
55,145,254,255,255
55,146,254,255,255
55,147,254,255,255
55,148,255,0,0
55,149,254,255,255
55,150,255,255,255
55,151,255,0,0
55,152,255,0,0
55,153,0,0,0
55,154,0,0,0
55,155,254,255,255
55,156,0,0,0
55,157,255,255,255
55,158,254,255,255
55,159,0,0,0
55,160,255,255,255
55,161,255,255,255
55,162,255,255,255
55,163,254,255,255
55,164,255,0,0
55,165,254,255,255
55,166,254,255,255
55,167,0,0,0
55,168,0,0,0
55,169,0,0,0
55,170,255,0,0
55,171,255,0,0
55,172,255,0,0
55,173,255,0,0
55,174,254,255,255
55,175,255,0,0
55,176,255,0,0
55,177,255,255,255
55,178,255,255,255
55,179,0,0,0
55,180,0,0,0
55,181,255,0,0
55,182,254,255,255
55,183,255,0,0
55,184,255,0,0
55,185,255,255,255
55,186,0,0,0
55,187,254,255,255
55,188,0,0,0
55,189,0,0,0
55,190,255,0,0
55,191,0,0,0
55,192,254,255,255
55,193,254,255,255
55,194,254,255,255
55,195,254,255,255
55,196,254,255,255
55,197,0,0,0
55,198,0,0,0
55,199,0,0,0
56,0,254,255,255
56,1,255,0,0
56,2,255,255,255
56,3,0,0,0
56,4,255,255,255
56,5,254,255,255
56,6,254,255,255
56,7,255,255,255
56,8,0,0,0
56,9,254,255,255
56,10,255,0,0
56,11,255,255,255
56,12,255,0,0
56,13,0,0,0
56,14,255,0,0
56,15,255,255,255
56,16,255,0,0
56,17,0,0,0
56,18,255,255,255
56,19,255,0,0
56,20,254,255,255
56,21,254,255,255
56,22,0,0,0
56,23,254,255,255
56,24,254,255,255
56,25,255,0,0
56,26,0,0,0
56,27,0,0,0
56,28,254,255,255
56,29,0,0,0
56,30,0,0,0
56,31,255,0,0
56,32,255,0,0
56,33,254,255,255
56,34,0,0,0
56,35,255,0,0
56,36,255,0,0
56,37,255,255,255
56,38,255,255,255
56,39,0,0,0
56,40,0,0,0
56,41,254,255,255
56,42,254,255,255
56,43,254,255,255
56,44,255,0,0
56,45,255,255,255
56,46,255,255,255
56,47,255,0,0
56,48,254,255,255
56,49,255,0,0
56,50,255,0,0
56,51,255,255,255
56,52,0,0,0
56,53,255,0,0
56,54,255,255,255
56,55,254,255,255
56,56,254,255,255
56,57,0,0,0
56,58,255,255,255
56,59,0,0,0
56,60,254,255,255
56,61,255,0,0
56,62,255,0,0
56,63,254,255,255
56,64,255,255,255
56,65,254,255,255
56,66,255,255,255
56,67,254,255,255
56,68,254,255,255
56,69,254,255,255
56,70,254,255,255
56,71,255,0,0
56,72,254,255,255
56,73,0,0,0
56,74,255,255,255
56,75,254,255,255
56,76,0,0,0
56,77,0,0,0
56,78,255,255,255
56,79,255,255,255
56,80,255,0,0
56,81,255,255,255
56,82,254,255,255
56,83,0,0,0
56,84,0,0,0
56,85,255,255,255
56,86,0,0,0
56,87,255,255,255
56,88,0,0,0
56,89,0,0,0
56,90,255,255,255
56,91,255,255,255
56,92,254,255,255
56,93,254,255,255
56,94,255,0,0
56,95,255,0,0
56,96,254,255,255
56,97,255,0,0
56,98,0,0,0
56,99,255,0,0
56,100,0,0,0
56,101,0,0,0
56,102,0,0,0
56,103,255,255,255
56,104,0,0,0
56,105,254,255,255
56,106,255,255,255
56,107,0,0,0
56,108,0,0,0
56,109,254,255,255
56,110,254,255,255
56,111,254,255,255
56,112,255,255,255
56,113,0,0,0
56,114,255,0,0
56,115,255,255,255
56,116,255,0,0
56,117,0,0,0
56,118,255,0,0
56,119,255,0,0
56,120,255,255,255
56,121,254,255,255
56,122,255,255,255
56,123,255,255,255
56,124,0,0,0
56,125,254,255,255
56,126,254,255,255
56,127,254,255,255
56,128,255,0,0
56,129,254,255,255
56,130,255,255,255
56,131,0,0,0
56,132,0,0,0
56,133,254,255,255
56,134,254,255,255
56,135,0,0,0
56,136,255,255,255
56,137,255,255,255
56,138,255,0,0
56,139,254,255,255
56,140,255,255,255
56,141,255,0,0
56,142,255,0,0
56,143,255,0,0
56,144,255,255,255
56,145,255,0,0
56,146,255,255,255
56,147,255,0,0
56,148,254,255,255
56,149,255,0,0
56,150,255,255,255
56,151,255,0,0
56,152,0,0,0
56,153,0,0,0
56,154,255,0,0
56,155,0,0,0
56,156,0,0,0
56,157,254,255,255
56,158,255,0,0
56,159,255,0,0
56,160,255,0,0
56,161,0,0,0
56,162,254,255,255
56,163,254,255,255
56,164,255,0,0
56,165,255,255,255
56,166,254,255,255
56,167,255,0,0
56,168,0,0,0
56,169,255,0,0
56,170,255,255,255
56,171,255,255,255
56,172,255,0,0
56,173,0,0,0
56,174,0,0,0
56,175,255,255,255
56,176,255,255,255
56,177,255,255,255
56,178,255,255,255
56,179,255,255,255
56,180,254,255,255
56,181,0,0,0
56,182,0,0,0
56,183,255,0,0
56,184,0,0,0
56,185,255,0,0
56,186,255,255,255
56,187,0,0,0
56,188,0,0,0
56,189,254,255,255
56,190,255,0,0
56,191,255,255,255
56,192,255,0,0
56,193,254,255,255
56,194,255,255,255
56,195,255,255,255
56,196,254,255,255
56,197,254,255,255
56,198,254,255,255
56,199,0,0,0
57,0,0,0,0
57,1,0,0,0
57,2,255,0,0
57,3,255,0,0
57,4,255,0,0
57,5,255,0,0
57,6,254,255,255
57,7,254,255,255
57,8,0,0,0
57,9,255,255,255
57,10,255,0,0
57,11,254,255,255
57,12,0,0,0
57,13,0,0,0
57,14,0,0,0
57,15,0,0,0
57,16,255,0,0
57,17,254,255,255
57,18,0,0,0
57,19,254,255,255
57,20,255,0,0
57,21,255,255,255
57,22,254,255,255
57,23,255,255,255
57,24,0,0,0
57,25,255,0,0
57,26,255,0,0
57,27,255,0,0
57,28,254,255,255
57,29,255,0,0
57,30,254,255,255
57,31,255,0,0
57,32,0,0,0
57,33,0,0,0
57,34,255,0,0
57,35,255,0,0
57,36,255,0,0
57,37,255,0,0
57,38,0,0,0
57,39,0,0,0
57,40,255,255,255
57,41,254,255,255
57,42,0,0,0
57,43,0,0,0
57,44,255,0,0
57,45,0,0,0
57,46,0,0,0
57,47,0,0,0
57,48,254,255,255
57,49,254,255,255
57,50,255,0,0
57,51,255,255,255
57,52,0,0,0
57,53,255,255,255
57,54,254,255,255
57,55,255,255,255
57,56,254,255,255
57,57,255,255,255
57,58,254,255,255
57,59,0,0,0
57,60,255,0,0
57,61,0,0,0
57,62,0,0,0
57,63,0,0,0
57,64,255,255,255
57,65,255,0,0
57,66,255,255,255
57,67,255,255,255
57,68,0,0,0
57,69,255,0,0
57,70,255,0,0
57,71,0,0,0
57,72,255,255,255
57,73,255,255,255
57,74,0,0,0
57,75,0,0,0
57,76,255,0,0
57,77,255,255,255
57,78,0,0,0
57,79,0,0,0
57,80,255,0,0
57,81,0,0,0
57,82,255,0,0
57,83,255,255,255
57,84,254,255,255
57,85,254,255,255
57,86,0,0,0
57,87,255,255,255
57,88,0,0,0
57,89,254,255,255
57,90,254,255,255
57,91,0,0,0
57,92,0,0,0
57,93,0,0,0
57,94,0,0,0
57,95,255,0,0
57,96,0,0,0
57,97,0,0,0
57,98,0,0,0
57,99,0,0,0
57,100,255,255,255
57,101,0,0,0
57,102,254,255,255
57,103,255,0,0
57,104,255,0,0
57,105,0,0,0
57,106,254,255,255
57,107,0,0,0
57,108,0,0,0
57,109,255,0,0
57,110,0,0,0
57,111,255,255,255
57,112,255,255,255
57,113,255,0,0
57,114,255,0,0
57,115,0,0,0
57,116,255,0,0
57,117,255,255,255
57,118,0,0,0
57,119,0,0,0
57,120,0,0,0
57,121,0,0,0
57,122,255,0,0
57,123,0,0,0
57,124,255,255,255
57,125,255,0,0
57,126,254,255,255
57,127,255,0,0
57,128,255,0,0
57,129,0,0,0
57,130,255,255,255
57,131,0,0,0
57,132,255,255,255
57,133,254,255,255
57,134,0,0,0
57,135,255,255,255
57,136,0,0,0
57,137,255,0,0
57,138,255,255,255
57,139,255,255,255
57,140,255,255,255
57,141,255,0,0
57,142,255,0,0
57,143,255,0,0
57,144,254,255,255
57,145,255,255,255
57,146,254,255,255
57,147,255,0,0
57,148,0,0,0
57,149,255,255,255
57,150,254,255,255
57,151,0,0,0
57,152,254,255,255
57,153,255,255,255
57,154,255,255,255
57,155,255,0,0
57,156,255,255,255
57,157,254,255,255
57,158,255,0,0
57,159,254,255,255
57,160,255,0,0
57,161,255,255,255
57,162,255,255,255
57,163,255,255,255
57,164,0,0,0
57,165,255,0,0
57,166,254,255,255
57,167,255,0,0
57,168,0,0,0
57,169,0,0,0
57,170,255,0,0
57,171,255,255,255
57,172,255,0,0
57,173,254,255,255
57,174,0,0,0
57,175,0,0,0
57,176,254,255,255
57,177,255,255,255
57,178,0,0,0
57,179,0,0,0
57,180,255,255,255
57,181,254,255,255
57,182,0,0,0
57,183,0,0,0
57,184,255,0,0
57,185,255,0,0
57,186,0,0,0
57,187,0,0,0
57,188,0,0,0
57,189,255,255,255
57,190,0,0,0
57,191,254,255,255
57,192,0,0,0
57,193,255,0,0
57,194,255,0,0
57,195,255,255,255
57,196,255,0,0
57,197,254,255,255
57,198,254,255,255
57,199,255,0,0
58,0,255,0,0
58,1,255,0,0
58,2,254,255,255
58,3,255,255,255
58,4,0,0,0
58,5,255,0,0
58,6,254,255,255
58,7,255,255,255
58,8,254,255,255
58,9,255,255,255
58,10,255,255,255
58,11,0,0,0
58,12,0,0,0
58,13,0,0,0
58,14,255,0,0
58,15,0,0,0
58,16,254,255,255
58,17,255,255,255
58,18,254,255,255
58,19,255,0,0
58,20,0,0,0
58,21,255,0,0
58,22,254,255,255
58,23,255,0,0
58,24,254,255,255
58,25,255,255,255
58,26,254,255,255
58,27,255,0,0
58,28,255,255,255
58,29,255,0,0
58,30,0,0,0
58,31,254,255,255
58,32,255,0,0
58,33,254,255,255
58,34,255,255,255
58,35,254,255,255
58,36,0,0,0
58,37,255,0,0
58,38,255,255,255
58,39,255,255,255
58,40,255,0,0
58,41,0,0,0
58,42,0,0,0
58,43,0,0,0
58,44,254,255,255
58,45,0,0,0
58,46,0,0,0
58,47,254,255,255
58,48,254,255,255
58,49,255,255,255
58,50,255,255,255
58,51,255,255,255
58,52,255,255,255
58,53,255,255,255
58,54,0,0,0
58,55,254,255,255
58,56,254,255,255
58,57,0,0,0
58,58,255,0,0
58,59,254,255,255
58,60,255,0,0
58,61,255,255,255
58,62,0,0,0
58,63,0,0,0
58,64,255,255,255
58,65,254,255,255
58,66,0,0,0
58,67,254,255,255
58,68,254,255,255
58,69,0,0,0
58,70,255,0,0
58,71,255,0,0
58,72,254,255,255
58,73,255,255,255
58,74,0,0,0
58,75,255,0,0
58,76,255,0,0
58,77,0,0,0
58,78,0,0,0
58,79,255,255,255
58,80,0,0,0
58,81,0,0,0
58,82,255,0,0
58,83,255,255,255
58,84,255,0,0
58,85,0,0,0
58,86,255,255,255
58,87,255,0,0
58,88,254,255,255
58,89,255,255,255
58,90,255,255,255
58,91,254,255,255
58,92,254,255,255
58,93,255,0,0
58,94,255,0,0
58,95,255,0,0
58,96,254,255,255
58,97,0,0,0
58,98,255,255,255
58,99,0,0,0
58,100,254,255,255
58,101,254,255,255
58,102,0,0,0
58,103,254,255,255
58,104,255,0,0
58,105,255,255,255
58,106,254,255,255
58,107,254,255,255
58,108,255,255,255
58,109,255,255,255
58,110,255,0,0
58,111,255,0,0
58,112,0,0,0
58,113,255,0,0
58,114,254,255,255
58,115,255,0,0
58,116,255,255,255
58,117,255,255,255
58,118,255,255,255
58,119,254,255,255
58,120,0,0,0
58,121,0,0,0
58,122,255,0,0
58,123,0,0,0
58,124,0,0,0
58,125,255,255,255
58,126,0,0,0
58,127,254,255,255
58,128,0,0,0
58,129,255,0,0
58,130,0,0,0
58,131,255,255,255
58,132,254,255,255
58,133,0,0,0
58,134,254,255,255
58,135,0,0,0
58,136,255,0,0
58,137,0,0,0
58,138,255,255,255
58,139,255,255,255
58,140,255,0,0
58,141,255,0,0
58,142,254,255,255
58,143,0,0,0
58,144,254,255,255
58,145,254,255,255
58,146,254,255,255
58,147,255,0,0
58,148,0,0,0
58,149,255,255,255
58,150,255,255,255
58,151,254,255,255
58,152,255,255,255
58,153,0,0,0
58,154,254,255,255
58,155,0,0,0
58,156,0,0,0
58,157,0,0,0
58,158,255,0,0
58,159,255,0,0
58,160,255,255,255
58,161,0,0,0
58,162,0,0,0
58,163,254,255,255
58,164,255,255,255
58,165,254,255,255
58,166,0,0,0
58,167,0,0,0
58,168,254,255,255
58,169,255,0,0
58,170,254,255,255
58,171,0,0,0
58,172,0,0,0
58,173,0,0,0
58,174,254,255,255
58,175,254,255,255
58,176,0,0,0
58,177,255,255,255
58,178,0,0,0
58,179,254,255,255
58,180,0,0,0
58,181,254,255,255
58,182,255,0,0
58,183,255,0,0
58,184,255,255,255
58,185,255,0,0
58,186,255,255,255
58,187,255,0,0
58,188,254,255,255
58,189,0,0,0
58,190,0,0,0
58,191,0,0,0
58,192,254,255,255
58,193,255,255,255
58,194,0,0,0
58,195,255,255,255
58,196,254,255,255
58,197,254,255,255
58,198,0,0,0
58,199,254,255,255
59,0,0,0,0
59,1,254,255,255
59,2,254,255,255
59,3,255,255,255
59,4,254,255,255
59,5,254,255,255
59,6,0,0,0
59,7,254,255,255
59,8,255,255,255
59,9,255,255,255
59,10,255,0,0
59,11,254,255,255
59,12,255,0,0
59,13,254,255,255
59,14,254,255,255
59,15,255,255,255
59,16,0,0,0
59,17,254,255,255
59,18,255,0,0
59,19,0,0,0
59,20,254,255,255
59,21,0,0,0
59,22,255,0,0
59,23,255,255,255
59,24,255,0,0
59,25,255,0,0
59,26,0,0,0
59,27,0,0,0
59,28,254,255,255
59,29,255,0,0
59,30,255,0,0
59,31,0,0,0
59,32,255,255,255
59,33,255,0,0
59,34,0,0,0
59,35,255,255,255
59,36,0,0,0
59,37,255,255,255
59,38,255,255,255
59,39,254,255,255
59,40,254,255,255
59,41,0,0,0
59,42,255,0,0
59,43,255,0,0
59,44,0,0,0
59,45,255,0,0
59,46,255,0,0
59,47,255,255,255
59,48,255,0,0
59,49,255,255,255
59,50,255,255,255
59,51,0,0,0
59,52,254,255,255
59,53,255,255,255
59,54,254,255,255
59,55,255,255,255
59,56,254,255,255
59,57,0,0,0
59,58,255,0,0
59,59,255,255,255
59,60,255,0,0
59,61,0,0,0
59,62,255,255,255
59,63,254,255,255
59,64,254,255,255
59,65,255,0,0
59,66,255,0,0
59,67,254,255,255
59,68,254,255,255
59,69,255,0,0
59,70,255,255,255
59,71,255,0,0
59,72,254,255,255
59,73,255,255,255
59,74,254,255,255
59,75,0,0,0
59,76,255,255,255
59,77,255,255,255
59,78,254,255,255
59,79,0,0,0
59,80,255,255,255
59,81,255,255,255
59,82,0,0,0
59,83,254,255,255
59,84,254,255,255
59,85,255,0,0
59,86,0,0,0
59,87,0,0,0
59,88,0,0,0
59,89,254,255,255
59,90,255,255,255
59,91,255,255,255
59,92,254,255,255
59,93,0,0,0
59,94,255,0,0
59,95,0,0,0
59,96,255,255,255
59,97,0,0,0
59,98,0,0,0
59,99,255,255,255
59,100,255,255,255
59,101,255,0,0
59,102,254,255,255
59,103,254,255,255
59,104,0,0,0
59,105,0,0,0
59,106,0,0,0
59,107,0,0,0
59,108,255,255,255
59,109,0,0,0
59,110,254,255,255
59,111,254,255,255
59,112,255,0,0
59,113,255,0,0
59,114,0,0,0
59,115,255,255,255
59,116,254,255,255
59,117,254,255,255
59,118,0,0,0
59,119,255,255,255
59,120,0,0,0
59,121,255,0,0
59,122,0,0,0
59,123,255,0,0
59,124,0,0,0
59,125,255,0,0
59,126,254,255,255
59,127,0,0,0
59,128,0,0,0
59,129,255,255,255
59,130,255,0,0
59,131,255,0,0
59,132,0,0,0
59,133,0,0,0
59,134,0,0,0
59,135,0,0,0
59,136,0,0,0
59,137,255,0,0
59,138,255,255,255
59,139,254,255,255
59,140,254,255,255
59,141,0,0,0
59,142,0,0,0
59,143,254,255,255
59,144,255,0,0
59,145,255,0,0
59,146,0,0,0
59,147,255,255,255
59,148,0,0,0
59,149,255,0,0
59,150,0,0,0
59,151,255,0,0
59,152,255,255,255
59,153,254,255,255
59,154,255,255,255
59,155,255,255,255
59,156,255,0,0
59,157,255,0,0
59,158,255,0,0
59,159,254,255,255
59,160,254,255,255
59,161,255,255,255
59,162,255,255,255
59,163,0,0,0
59,164,255,255,255
59,165,254,255,255
59,166,254,255,255
59,167,254,255,255
59,168,255,255,255
59,169,255,255,255
59,170,255,255,255
59,171,255,255,255
59,172,255,0,0
59,173,255,0,0
59,174,0,0,0
59,175,254,255,255
59,176,254,255,255
59,177,255,255,255
59,178,254,255,255
59,179,255,255,255
59,180,254,255,255
59,181,255,255,255
59,182,254,255,255
59,183,0,0,0
59,184,255,0,0
59,185,0,0,0
59,186,254,255,255
59,187,255,255,255
59,188,0,0,0
59,189,254,255,255
59,190,255,255,255
59,191,255,255,255
59,192,254,255,255
59,193,0,0,0
59,194,0,0,0
59,195,254,255,255
59,196,255,0,0
59,197,255,0,0
59,198,255,255,255
59,199,254,255,255
60,0,0,0,0
60,1,0,0,0
60,2,254,255,255
60,3,0,0,0
60,4,254,255,255
60,5,255,0,0
60,6,255,0,0
60,7,254,255,255
60,8,254,255,255
60,9,254,255,255
60,10,0,0,0
60,11,0,0,0
60,12,254,255,255
60,13,255,255,255
60,14,254,255,255
60,15,255,255,255
60,16,0,0,0
60,17,255,0,0
60,18,254,255,255
60,19,255,255,255
60,20,255,0,0
60,21,254,255,255
60,22,254,255,255
60,23,255,0,0
60,24,254,255,255
60,25,254,255,255
60,26,0,0,0
60,27,254,255,255
60,28,254,255,255
60,29,255,255,255
60,30,255,0,0
60,31,255,255,255
60,32,255,255,255
60,33,255,255,255
60,34,255,255,255
60,35,0,0,0
60,36,255,0,0
60,37,0,0,0
60,38,255,255,255
60,39,255,0,0
60,40,255,0,0
60,41,255,255,255
60,42,254,255,255
60,43,255,255,255
60,44,255,0,0
60,45,254,255,255
60,46,255,255,255
60,47,255,0,0
60,48,254,255,255
60,49,255,255,255
60,50,254,255,255
60,51,0,0,0
60,52,0,0,0
60,53,255,0,0
60,54,255,0,0
60,55,255,255,255
60,56,255,0,0
60,57,254,255,255
60,58,255,255,255
60,59,255,255,255
60,60,255,0,0
60,61,0,0,0
60,62,255,255,255
60,63,255,255,255
60,64,254,255,255
60,65,254,255,255
60,66,255,255,255
60,67,0,0,0
60,68,0,0,0
60,69,255,0,0
60,70,0,0,0
60,71,255,255,255
60,72,254,255,255
60,73,255,255,255
60,74,255,0,0
60,75,255,255,255
60,76,0,0,0
60,77,0,0,0
60,78,0,0,0
60,79,254,255,255
60,80,255,255,255
60,81,254,255,255
60,82,254,255,255
60,83,254,255,255
60,84,254,255,255
60,85,255,0,0
60,86,255,0,0
60,87,255,255,255
60,88,255,255,255
60,89,255,0,0
60,90,255,255,255
60,91,255,0,0
60,92,0,0,0
60,93,255,255,255
60,94,255,0,0
60,95,255,0,0
60,96,255,0,0
60,97,0,0,0
60,98,254,255,255
60,99,255,255,255
60,100,255,255,255
60,101,255,255,255
60,102,0,0,0
60,103,254,255,255
60,104,255,255,255
60,105,255,255,255
60,106,0,0,0
60,107,0,0,0
60,108,0,0,0
60,109,254,255,255
60,110,254,255,255
60,111,254,255,255
60,112,255,0,0
60,113,255,0,0
60,114,255,255,255
60,115,255,0,0
60,116,0,0,0
60,117,0,0,0
60,118,255,255,255
60,119,255,255,255
60,120,255,0,0
60,121,254,255,255
60,122,254,255,255
60,123,255,255,255
60,124,254,255,255
60,125,255,0,0
60,126,255,255,255
60,127,254,255,255
60,128,255,0,0
