X,Y,Red,Green,Blue
51,182,254,255,255
51,183,254,255,255
51,184,255,255,255
51,185,255,0,0
51,186,0,0,0
51,187,255,255,255
51,188,254,255,255
51,189,254,255,255
51,190,255,0,0
51,191,255,0,0
51,192,254,255,255
51,193,254,255,255
51,194,255,0,0
51,195,254,255,255
51,196,255,0,0
51,197,255,0,0
51,198,254,255,255
51,199,0,0,0
52,0,255,0,0
52,1,255,0,0
52,2,255,0,0
52,3,255,0,0
52,4,0,0,0
52,5,254,255,255
52,6,255,0,0
52,7,0,0,0
52,8,0,0,0
52,9,0,0,0
52,10,255,0,0
52,11,255,255,255
52,12,255,255,255
52,13,254,255,255
52,14,254,255,255
52,15,0,0,0
52,16,255,255,255
52,17,254,255,255
52,18,255,255,255
52,19,254,255,255
52,20,254,255,255
52,21,0,0,0
52,22,0,0,0
52,23,255,255,255
52,24,0,0,0
52,25,0,0,0
52,26,254,255,255
52,27,255,0,0
52,28,0,0,0
52,29,0,0,0
52,30,254,255,255
52,31,254,255,255
52,32,0,0,0
52,33,255,0,0
52,34,254,255,255
52,35,254,255,255
52,36,255,255,255
52,37,255,0,0
52,38,0,0,0
52,39,0,0,0
52,40,255,0,0
52,41,255,255,255
52,42,255,255,255
52,43,254,255,255
52,44,255,0,0
52,45,255,255,255
52,46,255,0,0
52,47,254,255,255
52,48,254,255,255
52,49,254,255,255
52,50,0,0,0
52,51,255,0,0
52,52,255,255,255
52,53,255,0,0
52,54,254,255,255
52,55,0,0,0
52,56,254,255,255
52,57,0,0,0
52,58,0,0,0
52,59,255,0,0
52,60,255,0,0
52,61,254,255,255
52,62,255,0,0
52,63,255,0,0
52,64,0,0,0
52,65,255,255,255
52,66,255,255,255
52,67,254,255,255
52,68,255,255,255
52,69,254,255,255
52,70,0,0,0
52,71,255,0,0
52,72,0,0,0
52,73,254,255,255
52,74,254,255,255
52,75,254,255,255
52,76,254,255,255
52,77,255,0,0
52,78,0,0,0
52,79,255,255,255
52,80,254,255,255
52,81,255,0,0
52,82,255,0,0
52,83,255,255,255
52,84,255,0,0
52,85,0,0,0
52,86,254,255,255
52,87,254,255,255
52,88,255,0,0
52,89,254,255,255
52,90,254,255,255
52,91,0,0,0
52,92,254,255,255
52,93,0,0,0
52,94,255,0,0
52,95,255,0,0
52,96,254,255,255
52,97,255,255,255
52,98,255,255,255
52,99,255,0,0
52,100,255,0,0
52,101,255,255,255
52,102,254,255,255
52,103,0,0,0
52,104,0,0,0
52,105,0,0,0
52,106,254,255,255
52,107,255,0,0
52,108,254,255,255
52,109,255,255,255
52,110,0,0,0
52,111,255,255,255
52,112,254,255,255
52,113,255,0,0
52,114,0,0,0
52,115,255,255,255
52,116,255,255,255
52,117,255,255,255
52,118,255,0,0
52,119,0,0,0
52,120,0,0,0
52,121,255,255,255
52,122,255,255,255
52,123,255,0,0
52,124,255,0,0
52,125,255,255,255
52,126,254,255,255
52,127,254,255,255
52,128,255,0,0
52,129,255,255,255
52,130,255,0,0
52,131,255,0,0
52,132,255,255,255
52,133,255,255,255
52,134,0,0,0
52,135,0,0,0
52,136,255,0,0
52,137,255,255,255
52,138,255,0,0
52,139,0,0,0
52,140,255,0,0
52,141,254,255,255
52,142,255,255,255
52,143,254,255,255
52,144,0,0,0
52,145,254,255,255
52,146,0,0,0
52,147,0,0,0
52,148,254,255,255
52,149,255,255,255
52,150,254,255,255
52,151,255,255,255
52,152,255,0,0
52,153,255,0,0
52,154,0,0,0
52,155,255,0,0
52,156,0,0,0
52,157,0,0,0
52,158,255,0,0
52,159,254,255,255
52,160,254,255,255
52,161,255,255,255
52,162,255,0,0
52,163,254,255,255
52,164,254,255,255
52,165,255,0,0
52,166,254,255,255
52,167,255,255,255
52,168,0,0,0
52,169,254,255,255
52,170,0,0,0
52,171,255,0,0
52,172,0,0,0
52,173,255,0,0
52,174,254,255,255
52,175,255,255,255
52,176,0,0,0
52,177,0,0,0
52,178,255,0,0
52,179,255,0,0
52,180,254,255,255
52,181,255,0,0
52,182,255,255,255
52,183,0,0,0
52,184,0,0,0
52,185,255,0,0
52,186,255,0,0
52,187,255,0,0
52,188,254,255,255
52,189,255,255,255
52,190,254,255,255
52,191,0,0,0
52,192,0,0,0
52,193,255,0,0
52,194,255,255,255
52,195,255,255,255
52,196,0,0,0
52,197,254,255,255
52,198,0,0,0
52,199,254,255,255
53,0,254,255,255
53,1,254,255,255
53,2,255,0,0
53,3,0,0,0
53,4,254,255,255
53,5,255,0,0
53,6,255,0,0
53,7,255,0,0
53,8,255,0,0
53,9,254,255,255
53,10,254,255,255
53,11,0,0,0
53,12,0,0,0
53,13,255,0,0
53,14,255,255,255
53,15,255,0,0
53,16,0,0,0
53,17,255,255,255
53,18,255,255,255
53,19,0,0,0
53,20,255,255,255
53,21,0,0,0
53,22,255,255,255
53,23,255,0,0
53,24,255,0,0
53,25,0,0,0
53,26,255,0,0
53,27,255,255,255
53,28,254,255,255
53,29,254,255,255
53,30,0,0,0
53,31,0,0,0
53,32,254,255,255
53,33,0,0,0
53,34,254,255,255
53,35,0,0,0
53,36,0,0,0
53,37,255,0,0
53,38,255,255,255
53,39,0,0,0
53,40,254,255,255
53,41,255,255,255
53,42,255,0,0
53,43,255,255,255
53,44,0,0,0
53,45,255,0,0
53,46,255,0,0
53,47,0,0,0
53,48,255,255,255
53,49,0,0,0
53,50,255,0,0
53,51,0,0,0
53,52,255,0,0
53,53,0,0,0
53,54,0,0,0
53,55,255,0,0
53,56,254,255,255
53,57,255,255,255
53,58,0,0,0
53,59,254,255,255
53,60,254,255,255
53,61,254,255,255
53,62,255,255,255
53,63,255,0,0
53,64,255,0,0
53,65,0,0,0
53,66,0,0,0
53,67,0,0,0
53,68,0,0,0
53,69,255,0,0
53,70,255,255,255
53,71,255,0,0
53,72,254,255,255
53,73,255,255,255
53,74,0,0,0
53,75,255,255,255
53,76,254,255,255
53,77,255,0,0
53,78,0,0,0
53,79,255,255,255
53,80,255,0,0
53,81,254,255,255
53,82,254,255,255
53,83,255,0,0
53,84,0,0,0
53,85,255,255,255
53,86,255,255,255
53,87,254,255,255
53,88,254,255,255
53,89,255,0,0
53,90,254,255,255
53,91,255,255,255
53,92,255,255,255
53,93,255,0,0
53,94,255,255,255
53,95,255,255,255
53,96,255,0,0
53,97,254,255,255
53,98,254,255,255
53,99,255,0,0
53,100,255,255,255
53,101,255,0,0
53,102,254,255,255
53,103,255,0,0
53,104,255,255,255
53,105,255,255,255
53,106,254,255,255
53,107,255,0,0
53,108,0,0,0
53,109,255,255,255
53,110,0,0,0
53,111,254,255,255
53,112,255,0,0
53,113,254,255,255
53,114,0,0,0
53,115,0,0,0
53,116,255,0,0
53,117,255,0,0
53,118,254,255,255
53,119,255,0,0
53,120,255,0,0
53,121,254,255,255
53,122,255,0,0
53,123,255,255,255
53,124,0,0,0
53,125,255,0,0
53,126,255,255,255
53,127,254,255,255
53,128,0,0,0
53,129,254,255,255
53,130,255,0,0
53,131,254,255,255
53,132,254,255,255
53,133,254,255,255
53,134,255,255,255
53,135,254,255,255
53,136,255,0,0
53,137,0,0,0
53,138,255,0,0
53,139,254,255,255
53,140,0,0,0
53,141,255,0,0
53,142,0,0,0
53,143,0,0,0
53,144,254,255,255
53,145,0,0,0
53,146,255,0,0
53,147,255,255,255
53,148,255,255,255
53,149,255,255,255
53,150,255,255,255
53,151,0,0,0
53,152,0,0,0
53,153,255,0,0
53,154,255,255,255
53,155,255,0,0
53,156,255,255,255
53,157,254,255,255
53,158,255,255,255
53,159,255,0,0
53,160,255,255,255
53,161,255,255,255
53,162,254,255,255
53,163,0,0,0
53,164,254,255,255
53,165,0,0,0
53,166,0,0,0
53,167,0,0,0
53,168,254,255,255
53,169,0,0,0
53,170,254,255,255
53,171,254,255,255
53,172,254,255,255
53,173,255,0,0
53,174,255,0,0
53,175,255,255,255
53,176,255,255,255
53,177,255,255,255
53,178,0,0,0
53,179,254,255,255
53,180,255,255,255
53,181,255,0,0
53,182,255,0,0
53,183,255,0,0
53,184,255,255,255
53,185,255,255,255
53,186,255,255,255
53,187,254,255,255
53,188,0,0,0
53,189,255,0,0
53,190,0,0,0
53,191,255,0,0
53,192,254,255,255
53,193,255,255,255
53,194,0,0,0
53,195,255,255,255
53,196,255,255,255
53,197,255,0,0
53,198,255,255,255
53,199,0,0,0
54,0,255,0,0
54,1,0,0,0
54,2,255,255,255
54,3,0,0,0
54,4,254,255,255
54,5,255,255,255
54,6,255,0,0
54,7,254,255,255
54,8,255,0,0
54,9,255,0,0
54,10,255,0,0
54,11,0,0,0
54,12,255,0,0
54,13,255,0,0
54,14,255,255,255
54,15,255,255,255
54,16,254,255,255
54,17,0,0,0
54,18,255,0,0
54,19,255,0,0
54,20,0,0,0
54,21,255,255,255
54,22,254,255,255
54,23,0,0,0
54,24,255,255,255
54,25,0,0,0
54,26,255,255,255
54,27,254,255,255
54,28,255,255,255
54,29,254,255,255
54,30,255,0,0
54,31,255,0,0
54,32,254,255,255
54,33,254,255,255
54,34,0,0,0
54,35,255,255,255
54,36,0,0,0
54,37,255,0,0
54,38,255,0,0
54,39,254,255,255
54,40,0,0,0
54,41,255,0,0
54,42,255,255,255
54,43,0,0,0
54,44,0,0,0
54,45,255,0,0
54,46,254,255,255
54,47,255,255,255
54,48,254,255,255
54,49,255,0,0
54,50,0,0,0
54,51,0,0,0
54,52,254,255,255
54,53,254,255,255
54,54,255,0,0
54,55,254,255,255
54,56,0,0,0
54,57,255,0,0
54,58,255,255,255
54,59,255,0,0
54,60,0,0,0
54,61,255,0,0
54,62,255,0,0
54,63,254,255,255
54,64,255,0,0
54,65,254,255,255
54,66,255,0,0
54,67,255,0,0
54,68,255,255,255
54,69,0,0,0
54,70,254,255,255
54,71,255,0,0
54,72,255,255,255
54,73,255,0,0
54,74,255,0,0
54,75,255,0,0
54,76,255,255,255
54,77,254,255,255
54,78,254,255,255
54,79,255,255,255
54,80,0,0,0
54,81,254,255,255
54,82,254,255,255
54,83,0,0,0
54,84,255,255,255
54,85,255,0,0
54,86,0,0,0
54,87,254,255,255
54,88,255,0,0
54,89,254,255,255
54,90,255,0,0
54,91,255,255,255
54,92,0,0,0
54,93,255,0,0
54,94,255,255,255
54,95,254,255,255
54,96,0,0,0
54,97,0,0,0
54,98,254,255,255
54,99,255,0,0
54,100,254,255,255
54,101,254,255,255
54,102,255,0,0
54,103,254,255,255
54,104,0,0,0
54,105,255,0,0
54,106,255,0,0
54,107,254,255,255
54,108,254,255,255
54,109,254,255,255
54,110,255,255,255
54,111,255,255,255
54,112,255,255,255
54,113,0,0,0
54,114,254,255,255
54,115,255,255,255
54,116,254,255,255
54,117,254,255,255
54,118,255,255,255
54,119,0,0,0
54,120,255,0,0
54,121,255,255,255
54,122,0,0,0
54,123,0,0,0
54,124,255,255,255
54,125,254,255,255
54,126,0,0,0
54,127,254,255,255
54,128,255,255,255
54,129,254,255,255
54,130,254,255,255
54,131,255,0,0
54,132,254,255,255
54,133,254,255,255
54,134,254,255,255
54,135,255,0,0
54,136,255,0,0
54,137,255,255,255
54,138,255,255,255
54,139,255,255,255
54,140,255,0,0
54,141,254,255,255
54,142,255,0,0
54,143,255,0,0
54,144,255,255,255
54,145,255,0,0
54,146,254,255,255
54,147,254,255,255
54,148,254,255,255
54,149,255,0,0
54,150,255,255,255
54,151,254,255,255
54,152,254,255,255
54,153,255,255,255
54,154,254,255,255
54,155,254,255,255
54,156,0,0,0
54,157,0,0,0
54,158,255,0,0
54,159,0,0,0
54,160,254,255,255
54,161,255,255,255
54,162,255,0,0
54,163,254,255,255
54,164,255,255,255
54,165,255,255,255
54,166,255,0,0
54,167,254,255,255
54,168,254,255,255
54,169,0,0,0
54,170,255,0,0
54,171,255,0,0
54,172,255,0,0
54,173,254,255,255
54,174,255,255,255
54,175,254,255,255
54,176,0,0,0
54,177,0,0,0
54,178,254,255,255
54,179,255,255,255
54,180,255,0,0
54,181,254,255,255
54,182,254,255,255
54,183,255,255,255
54,184,0,0,0
54,185,255,255,255
54,186,0,0,0
54,187,255,0,0
54,188,255,0,0
54,189,254,255,255
54,190,255,255,255
54,191,255,255,255
54,192,254,255,255
54,193,255,255,255
54,194,254,255,255
54,195,255,255,255
54,196,255,0,0
54,197,254,255,255
54,198,255,255,255
54,199,255,0,0
55,0,0,0,0
55,1,255,0,0
55,2,0,0,0
55,3,254,255,255
55,4,254,255,255
55,5,0,0,0
55,6,255,0,0
55,7,255,0,0
55,8,255,0,0
55,9,0,0,0
55,10,255,0,0
55,11,255,0,0
55,12,255,0,0
55,13,254,255,255
55,14,254,255,255
55,15,255,255,255
55,16,0,0,0
55,17,254,255,255
55,18,255,0,0
55,19,255,255,255
55,20,255,255,255
55,21,255,0,0
55,22,254,255,255
55,23,255,255,255
55,24,255,0,0
55,25,255,0,0
55,26,255,0,0
55,27,255,0,0
55,28,0,0,0
55,29,255,0,0
55,30,0,0,0
55,31,254,255,255
55,32,255,255,255
55,33,0,0,0
55,34,255,0,0
55,35,0,0,0
55,36,0,0,0
55,37,255,0,0
55,38,255,0,0
55,39,255,255,255
55,40,255,0,0
55,41,254,255,255
55,42,254,255,255
55,43,254,255,255
55,44,254,255,255
55,45,255,255,255
55,46,255,0,0
55,47,254,255,255
55,48,255,255,255
55,49,255,0,0
55,50,255,0,0
55,51,255,255,255
55,52,0,0,0
55,53,254,255,255
55,54,255,0,0
55,55,0,0,0
55,56,255,0,0
55,57,254,255,255
55,58,254,255,255
55,59,0,0,0
55,60,255,255,255
55,61,254,255,255
55,62,0,0,0
55,63,0,0,0
55,64,255,255,255
55,65,255,0,0
55,66,255,255,255
55,67,0,0,0
55,68,254,255,255
55,69,255,255,255
55,70,0,0,0
55,71,254,255,255
55,72,255,0,0
55,73,0,0,0
55,74,255,255,255
55,75,254,255,255
55,76,255,255,255
55,77,255,0,0
55,78,255,0,0
55,79,0,0,0
55,80,254,255,255
55,81,255,255,255
55,82,255,0,0
55,83,254,255,255
55,84,255,255,255
55,85,254,255,255
55,86,0,0,0
55,87,0,0,0
55,88,0,0,0
55,89,255,0,0
55,90,255,255,255
55,91,255,0,0
55,92,255,0,0
55,93,255,255,255
55,94,254,255,255
55,95,254,255,255
55,96,0,0,0
55,97,254,255,255
55,98,255,255,255
55,99,255,0,0
55,100,254,255,255
55,101,255,0,0
55,102,0,0,0
55,103,254,255,255
55,104,254,255,255
55,105,254,255,255
55,106,0,0,0
55,107,255,0,0
55,108,254,255,255
55,109,0,0,0
55,110,255,0,0
55,111,254,255,255
55,112,0,0,0
55,113,254,255,255
55,114,255,255,255
55,115,255,255,255
55,116,254,255,255
55,117,255,255,255
55,118,254,255,255
55,119,254,255,255
55,120,0,0,0
55,121,254,255,255
55,122,0,0,0
55,123,255,0,0
55,124,0,0,0
55,125,255,0,0
55,126,255,255,255
55,127,254,255,255
55,128,0,0,0
55,129,255,255,255
55,130,0,0,0
55,131,255,255,255
55,132,255,0,0
55,133,254,255,255
55,134,254,255,255
55,135,254,255,255
55,136,254,255,255
55,137,254,255,255
55,138,255,255,255
55,139,254,255,255
55,140,254,255,255
55,141,255,255,255
55,142,254,255,255
55,143,0,0,0
55,144,255,0,0
55,145,255,255,255
55,146,254,255,255
55,147,0,0,0
55,148,255,255,255
55,149,0,0,0
55,150,255,255,255
55,151,255,255,255
55,152,255,0,0
55,153,255,0,0
55,154,0,0,0
55,155,255,0,0
55,156,255,255,255
55,157,255,255,255
55,158,254,255,255
55,159,255,0,0
55,160,255,255,255
55,161,255,0,0
55,162,0,0,0
55,163,255,0,0
55,164,0,0,0
55,165,255,255,255
55,166,254,255,255
55,167,0,0,0
55,168,255,255,255
55,169,254,255,255
55,170,254,255,255
55,171,0,0,0
55,172,254,255,255
55,173,255,255,255
55,174,255,0,0
55,175,255,255,255
55,176,0,0,0
55,177,255,0,0
55,178,0,0,0
55,179,255,0,0
55,180,255,255,255
55,181,0,0,0
55,182,255,0,0
55,183,254,255,255
55,184,0,0,0
55,185,0,0,0
55,186,254,255,255
55,187,255,255,255
55,188,255,255,255
55,189,255,255,255
55,190,255,255,255
55,191,254,255,255
55,192,255,255,255
55,193,0,0,0
55,194,254,255,255
55,195,254,255,255
55,196,254,255,255
55,197,255,0,0
55,198,0,0,0
55,199,0,0,0
56,0,254,255,255
56,1,255,255,255
56,2,254,255,255
56,3,255,0,0
56,4,255,0,0
56,5,0,0,0
56,6,0,0,0
56,7,0,0,0
56,8,255,255,255
56,9,0,0,0
56,10,254,255,255
56,11,255,255,255
56,12,255,255,255
56,13,255,0,0
56,14,254,255,255
56,15,255,0,0
56,16,255,0,0
56,17,255,0,0
56,18,255,0,0
56,19,255,0,0
56,20,254,255,255
56,21,255,0,0
56,22,254,255,255
56,23,255,0,0
56,24,0,0,0
56,25,255,255,255
56,26,254,255,255
56,27,254,255,255
56,28,0,0,0
56,29,254,255,255
56,30,254,255,255
56,31,255,0,0
56,32,254,255,255
56,33,0,0,0
56,34,0,0,0
56,35,255,255,255
56,36,255,0,0
56,37,254,255,255
56,38,0,0,0
56,39,255,255,255
56,40,255,0,0
56,41,255,0,0
56,42,0,0,0
56,43,254,255,255
56,44,254,255,255
56,45,255,255,255
56,46,255,255,255
56,47,255,0,0
56,48,0,0,0
56,49,254,255,255
56,50,0,0,0
56,51,0,0,0
56,52,0,0,0
56,53,0,0,0
56,54,254,255,255
56,55,255,255,255
56,56,255,0,0
56,57,254,255,255
56,58,255,0,0
56,59,0,0,0
56,60,0,0,0
56,61,255,0,0
56,62,255,0,0
56,63,255,255,255
56,64,0,0,0
56,65,0,0,0
56,66,0,0,0
56,67,255,255,255
56,68,255,255,255
56,69,255,255,255
56,70,255,0,0
56,71,254,255,255
56,72,0,0,0
56,73,255,0,0
56,74,254,255,255
56,75,255,255,255
56,76,254,255,255
56,77,0,0,0
56,78,0,0,0
56,79,255,0,0
56,80,0,0,0
56,81,0,0,0
56,82,254,255,255
56,83,254,255,255
56,84,254,255,255
56,85,255,255,255
56,86,254,255,255
56,87,0,0,0
56,88,255,255,255
56,89,255,255,255
56,90,255,255,255
56,91,254,255,255
56,92,254,255,255
56,93,0,0,0
56,94,254,255,255
56,95,255,255,255
56,96,0,0,0
56,97,0,0,0
56,98,255,255,255
56,99,255,0,0
56,100,0,0,0
56,101,254,255,255
56,102,254,255,255
56,103,255,0,0
56,104,0,0,0
56,105,255,255,255
56,106,255,0,0
56,107,0,0,0
56,108,255,0,0
56,109,254,255,255
56,110,255,0,0
56,111,0,0,0
56,112,0,0,0
56,113,255,255,255
56,114,254,255,255
56,115,255,255,255
56,116,254,255,255
56,117,0,0,0
56,118,255,255,255
56,119,0,0,0
56,120,0,0,0
56,121,0,0,0
56,122,255,0,0
56,123,0,0,0
56,124,255,255,255
56,125,255,0,0
56,126,0,0,0
56,127,255,0,0
56,128,0,0,0
56,129,255,255,255
56,130,254,255,255
56,131,255,255,255
56,132,255,255,255
56,133,255,255,255
56,134,0,0,0
56,135,255,255,255
56,136,255,255,255
56,137,255,0,0
56,138,255,255,255
56,139,255,255,255
56,140,255,0,0
56,141,255,0,0
56,142,255,255,255
56,143,255,255,255
56,144,255,0,0
56,145,255,0,0
56,146,255,0,0
56,147,255,255,255
56,148,0,0,0
56,149,255,0,0
56,150,255,0,0
56,151,255,255,255
56,152,254,255,255
56,153,0,0,0
56,154,255,255,255
56,155,255,255,255
56,156,0,0,0
56,157,255,255,255
56,158,254,255,255
56,159,255,255,255
56,160,254,255,255
56,161,0,0,0
56,162,255,0,0
56,163,255,0,0
56,164,0,0,0
56,165,255,255,255
56,166,255,0,0
56,167,254,255,255
56,168,254,255,255
56,169,255,0,0
56,170,255,0,0
56,171,254,255,255
56,172,255,0,0
56,173,0,0,0
56,174,255,0,0
56,175,254,255,255
56,176,255,0,0
56,177,255,255,255
56,178,0,0,0
56,179,254,255,255
56,180,255,0,0
56,181,254,255,255
56,182,255,0,0
56,183,254,255,255
56,184,0,0,0
56,185,255,0,0
56,186,255,255,255
56,187,255,0,0
56,188,255,255,255
56,189,255,255,255
56,190,0,0,0
56,191,255,0,0
56,192,254,255,255
56,193,254,255,255
56,194,254,255,255
56,195,254,255,255
56,196,255,0,0
56,197,255,255,255
56,198,255,255,255
56,199,254,255,255
57,0,255,0,0
57,1,0,0,0
57,2,255,0,0
57,3,0,0,0
57,4,255,255,255
57,5,255,255,255
57,6,254,255,255
57,7,0,0,0
57,8,254,255,255
57,9,255,255,255
57,10,255,255,255
57,11,254,255,255
57,12,255,0,0
57,13,255,255,255
57,14,0,0,0
57,15,255,0,0
57,16,255,255,255
57,17,254,255,255
57,18,254,255,255
57,19,0,0,0
57,20,255,0,0
57,21,254,255,255
57,22,255,255,255
57,23,255,255,255
57,24,255,255,255
57,25,0,0,0
57,26,254,255,255
57,27,254,255,255
57,28,254,255,255
57,29,254,255,255
57,30,254,255,255
57,31,0,0,0
57,32,254,255,255
57,33,255,0,0
57,34,255,255,255
57,35,255,255,255
57,36,0,0,0
57,37,255,255,255
57,38,255,255,255
57,39,255,0,0
57,40,255,0,0
57,41,255,0,0
57,42,255,255,255
57,43,255,255,255
57,44,0,0,0
57,45,0,0,0
57,46,0,0,0
57,47,255,0,0
57,48,0,0,0
57,49,255,0,0
57,50,0,0,0
57,51,255,0,0
57,52,0,0,0
57,53,255,255,255
57,54,255,255,255
57,55,254,255,255
57,56,255,255,255
57,57,254,255,255
57,58,255,255,255
57,59,255,255,255
57,60,255,0,0
57,61,255,0,0
57,62,255,0,0
57,63,254,255,255
57,64,255,255,255
57,65,255,255,255
57,66,255,255,255
57,67,255,0,0
57,68,255,255,255
57,69,254,255,255
57,70,0,0,0
57,71,254,255,255
57,72,255,0,0
57,73,255,0,0
57,74,0,0,0
57,75,255,255,255
57,76,254,255,255
57,77,255,255,255
57,78,255,0,0
57,79,254,255,255
57,80,254,255,255
57,81,254,255,255
57,82,255,0,0
57,83,255,0,0
57,84,255,0,0
57,85,255,255,255
57,86,254,255,255
57,87,255,255,255
57,88,254,255,255
57,89,254,255,255
57,90,254,255,255
57,91,255,0,0
57,92,255,0,0
57,93,0,0,0
57,94,255,255,255
57,95,254,255,255
57,96,0,0,0
57,97,255,0,0
57,98,0,0,0
57,99,255,255,255
57,100,254,255,255
57,101,0,0,0
57,102,255,255,255
57,103,0,0,0
57,104,255,255,255
57,105,254,255,255
57,106,255,0,0
57,107,255,0,0
57,108,255,0,0
57,109,255,0,0
57,110,255,0,0
57,111,255,0,0
57,112,255,0,0
57,113,255,255,255
57,114,255,0,0
57,115,255,255,255
57,116,254,255,255
57,117,255,255,255
57,118,255,255,255
57,119,255,255,255
57,120,0,0,0
57,121,255,0,0
57,122,255,255,255
57,123,254,255,255
57,124,0,0,0
57,125,0,0,0
57,126,255,0,0
57,127,255,0,0
57,128,255,0,0
57,129,254,255,255
57,130,255,0,0
57,131,255,255,255
57,132,254,255,255
57,133,0,0,0
57,134,255,0,0
57,135,255,0,0
57,136,0,0,0
57,137,255,0,0
57,138,255,0,0
57,139,254,255,255
57,140,254,255,255
57,141,255,255,255
57,142,0,0,0
57,143,255,255,255
57,144,254,255,255
57,145,254,255,255
57,146,255,0,0
57,147,255,0,0
57,148,254,255,255
57,149,0,0,0
57,150,0,0,0
57,151,255,255,255
57,152,0,0,0
57,153,255,0,0
57,154,0,0,0
57,155,255,0,0
57,156,255,255,255
57,157,0,0,0
57,158,0,0,0
57,159,0,0,0
57,160,255,0,0
57,161,255,255,255
57,162,255,0,0
57,163,255,255,255
57,164,255,255,255
57,165,254,255,255
57,166,255,0,0
57,167,254,255,255
57,168,0,0,0
57,169,0,0,0
57,170,255,255,255
57,171,0,0,0
57,172,255,0,0
57,173,254,255,255
57,174,255,255,255
57,175,0,0,0
57,176,254,255,255
57,177,255,255,255
57,178,254,255,255
57,179,0,0,0
57,180,254,255,255
57,181,0,0,0
57,182,255,255,255
57,183,255,255,255
57,184,0,0,0
57,185,255,0,0
57,186,0,0,0
57,187,255,255,255
57,188,255,255,255
57,189,254,255,255
57,190,255,0,0
57,191,255,0,0
57,192,254,255,255
57,193,254,255,255
57,194,255,0,0
57,195,254,255,255
57,196,255,0,0
57,197,255,255,255
57,198,254,255,255
57,199,254,255,255
58,0,0,0,0
58,1,0,0,0
58,2,255,255,255
58,3,0,0,0
58,4,254,255,255
58,5,255,255,255
58,6,255,0,0
58,7,255,255,255
58,8,255,0,0
58,9,0,0,0
58,10,254,255,255
58,11,0,0,0
58,12,255,0,0
58,13,254,255,255
58,14,255,0,0
58,15,0,0,0
58,16,254,255,255
58,17,254,255,255
58,18,255,255,255
58,19,255,0,0
58,20,254,255,255
58,21,254,255,255
58,22,255,0,0
58,23,255,255,255
58,24,255,255,255
58,25,0,0,0
58,26,0,0,0
58,27,255,255,255
58,28,255,255,255
58,29,0,0,0
58,30,255,255,255
58,31,254,255,255
58,32,255,0,0
58,33,255,255,255
58,34,254,255,255
58,35,255,255,255
58,36,255,0,0
58,37,255,0,0
58,38,255,0,0
58,39,255,0,0
58,40,255,0,0
58,41,255,255,255
58,42,254,255,255
58,43,255,0,0
58,44,254,255,255
58,45,254,255,255
58,46,0,0,0
58,47,255,0,0
58,48,254,255,255
58,49,254,255,255
58,50,255,255,255
58,51,255,0,0
58,52,255,0,0
58,53,255,255,255
58,54,255,255,255
58,55,255,0,0
58,56,255,255,255
58,57,255,255,255
58,58,0,0,0
58,59,255,0,0
58,60,0,0,0
58,61,0,0,0
58,62,0,0,0
58,63,255,255,255
58,64,255,0,0
58,65,255,0,0
58,66,255,255,255
58,67,255,0,0
58,68,0,0,0
58,69,255,255,255
58,70,254,255,255
58,71,0,0,0
58,72,254,255,255
58,73,0,0,0
58,74,255,255,255
58,75,254,255,255
58,76,254,255,255
58,77,255,255,255
58,78,255,255,255
58,79,255,255,255
58,80,254,255,255
58,81,255,0,0
58,82,255,0,0
58,83,255,255,255
58,84,254,255,255
58,85,255,255,255
58,86,0,0,0
58,87,0,0,0
58,88,255,255,255
58,89,254,255,255
58,90,255,255,255
58,91,255,0,0
58,92,255,0,0
58,93,255,0,0
58,94,254,255,255
58,95,255,255,255
58,96,254,255,255
58,97,255,255,255
58,98,254,255,255
58,99,0,0,0
58,100,254,255,255
58,101,0,0,0
58,102,255,0,0
58,103,255,0,0
58,104,254,255,255
58,105,254,255,255
58,106,0,0,0
58,107,255,255,255
58,108,255,255,255
58,109,254,255,255
58,110,255,255,255
58,111,255,255,255
58,112,254,255,255
58,113,255,255,255
58,114,255,255,255
58,115,255,255,255
58,116,0,0,0
58,117,0,0,0
58,118,255,0,0
58,119,255,0,0
58,120,0,0,0
58,121,0,0,0
58,122,255,0,0
58,123,255,0,0
58,124,255,0,0
58,125,255,0,0
58,126,254,255,255
58,127,254,255,255
58,128,255,0,0
58,129,254,255,255
58,130,254,255,255
58,131,254,255,255
58,132,255,255,255
58,133,0,0,0
58,134,0,0,0
58,135,255,0,0
58,136,254,255,255
58,137,255,255,255
58,138,254,255,255
58,139,255,0,0
58,140,0,0,0
58,141,254,255,255
58,142,255,0,0
58,143,255,0,0
58,144,254,255,255
58,145,255,255,255
58,146,255,255,255
58,147,254,255,255
58,148,0,0,0
58,149,0,0,0
58,150,255,0,0
58,151,255,255,255
58,152,255,0,0
58,153,255,0,0
58,154,0,0,0
58,155,255,255,255
58,156,254,255,255
58,157,255,255,255
58,158,255,255,255
58,159,255,255,255
58,160,255,0,0
58,161,0,0,0
58,162,255,0,0
58,163,255,255,255
58,164,0,0,0
58,165,255,0,0
58,166,255,255,255
58,167,254,255,255
58,168,0,0,0
58,169,0,0,0
58,170,254,255,255
58,171,255,0,0
58,172,254,255,255
58,173,254,255,255
58,174,255,255,255
58,175,255,255,255
58,176,0,0,0
58,177,255,0,0
58,178,0,0,0
58,179,0,0,0
